id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,category,inasuit,suit,animated,pose,img
S2608,Hill as Eyebrow Â· Gorgeous,shoes,shoes,4,,A,,SS,,S,,B,,A,,,,,,TRUE,Moon and Carp,FALSE,FALSE,
S2609,Hill as Eyebrow Â· Epic,shoes,shoes,5,SS,,,A,,SS,,A,,S,,,,,,TRUE,Moon and Carp,FALSE,FALSE,
S2610,Hill as Eyebrow Â· Answer,shoes,shoes,5,SS,,,A,,S,,S,,A,,,,,,TRUE,Moon and Carp,FALSE,FALSE,
S2611,Hill as Eyebrow Â· Awake,shoes,shoes,5,SS,,,A,,SS,,A,,A,,,,,,TRUE,Moon and Carp,FALSE,FALSE,
S2612,Gift from Prophet,shoes,shoes,3,,S,S,,,B,,B,,B,Britain,,,,,TRUE,Dominant of Magnificence,FALSE,FALSE,
S2613,Gift from Prophet - Gorgeous,shoes,shoes,4,A,,SS,,,A,,S,,A,Britain,,,,,TRUE,Dominant of Magnificence,FALSE,FALSE,
S2614,Gift from Prophet - Epic,shoes,shoes,5,SS,,S,,,A,,S,,S,Britain,,,,,TRUE,Dominant of Magnificence,FALSE,FALSE,
S2615,Gift from Prophet - Gold,shoes,shoes,5,SS,,SS,,,A,,S,,A,Britain,,,,,TRUE,Dominant of Magnificence,FALSE,FALSE,
S2616,Gift from Prophet - Scarlet,shoes,shoes,5,SS,,SS,,,A,,A,,A,Britain,,,,,TRUE,Dominant of Magnificence,FALSE,FALSE,
S2617,Weaving Prayer,shoes,shoes,5,A,,,SS,,A,SS,,,A,Multicultural,,,,,FALSE,,FALSE,FALSE,
S2618,Scented Rainy Season Â· Cyan,shoes,shoes,4,A,,A,,,S,,S,,A,Rain,,,,,TRUE,Season of Blooming,FALSE,FALSE,
S2619,Endless Adventure,shoes,shoes,6,A,,S,,S,,SS,,S,,Swordsman,,,,,TRUE,Oath of Ice & Sword,FALSE,FALSE,
S2620,Spring Trips,shoes,shoes,3,,A,S,,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2621,Star Chasing Magic,shoes,shoes,4,S,,,SS,,S,,B,B,,Animal,,,,,FALSE,,FALSE,FALSE,
S2622,Dazzling Honors,shoes,shoes,4,A,,A,,,SS,S,,,A,Britain,,,,,FALSE,,FALSE,FALSE,
S2623,Wonder Girl Alone,shoes,shoes,4,A,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
S2624,Exciting News,shoes,shoes,4,A,,SS,,SS,,A,,A,,Swordsman,,,,,FALSE,,FALSE,FALSE,
S2625,Boat's Shadow,shoes,shoes,3,,SS,B,,SS,,,B,,B,,,,,,FALSE,,FALSE,FALSE,
S2628,Lively Spring Fields,shoes,shoes,4,S,,S,,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2629,Mournful Deepsea,shoes,shoes,5,A,,SS,,S,,A,,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
S2630,Fluffy Teddy Ears,shoes,shoes,5,A,,,A,,SS,,A,SS,,,,,,,FALSE,,FALSE,FALSE,
S2631,Refreshing Breeze,shoes,shoes,4,A,,SS,,B,,,SS,B,,,,,,,FALSE,,FALSE,FALSE,
S2632,Pearly Glow,shoes,shoes,5,A,,A,,,SS,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
S2633,Moonlit Strings,shoes,shoes,4,A,,,A,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2634,Luminescent Paths,shoes,shoes,5,A,,A,,SS,,A,,SS,,,,,,,FALSE,,FALSE,FALSE,
S2635,Luminescent Paths - Companion,shoes,shoes,5,A,,A,,SS,,A,,SS,,,,,,,FALSE,,FALSE,FALSE,
S2636,Luminescent Paths - Fixed,shoes,shoes,5,A,,S,,SS,,A,,SS,,,,,,,FALSE,,FALSE,FALSE,
S2637,Romantic Knocking,shoes,shoes,5,A,,S,,,S,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2638,Romantic Knocking - Warm,shoes,shoes,5,A,,SS,,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2639,Romantic Knocking - Love,shoes,shoes,5,S,,SS,,,A,,SS,S,,,,,,,FALSE,,FALSE,FALSE,
S2640,Echoing Night Ball,shoes,shoes,5,A,,B,,SS,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2641,Echoing Night Ball - Red,shoes,shoes,5,A,,S,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2642,Echoing Night Ball - Golden,shoes,shoes,5,A,,A,,SS,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2643,Bright Sunlight,shoes,shoes,5,A,,,S,,SS,,A,S,,Kimono,,,,,FALSE,,FALSE,FALSE,
S2644,Crystal Wish,shoes,shoes,5,A,,,SS,,S,,A,S,,Kimono,,,,,FALSE,,FALSE,TRUE,
S2645,Fortune Stickers,shoes,shoes,5,S,,,SS,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2646,Fall Into the Clouds,shoes,shoes,5,A,,,SS,,A,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
S2647,Literary Treasures,shoes,shoes,5,A,,SS,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
S2648,Lost Friend,shoes,shoes,5,S,,S,,SS,,,A,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2649,Brief Flash,shoes,shoes,5,A,,S,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2650,Convicted Steps,shoes,shoes,5,S,,,SS,SS,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
S2651,Touring Wind,shoes,shoes,5,A,,,S,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2652,Jump Creative,shoes,shoes,4,B,,,SS,B,,A,,,S,Sports,,,,,FALSE,,FALSE,FALSE,
S2653,Casual Catwalk,shoes,shoes,4,A,,,S,A,,S,,,B,,,,,,FALSE,,FALSE,FALSE,
S2654,Everlasting New Light,shoes,shoes,5,A,,S,,SS,,A,,S,,,,,,,FALSE,,FALSE,FALSE,
S2655,Flashing Obsidian,shoes,shoes,5,SS,,A,,SS,,B,,A,,,,,,,FALSE,,FALSE,FALSE,
S2656,Song From All Corners,shoes,shoes,5,S,,A,,S,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2657,Jungle Treasures,shoes,shoes,5,A,,S,,,SS,A,,,S,Bohemia,,,,,FALSE,,FALSE,FALSE,
S2660,Passing Rain,shoes,shoes,4,A,,SS,,A,,,S,,A,Modern China,,,,,FALSE,,FALSE,FALSE,
S2661,Slow Dances,shoes,shoes,3,,SS,A,,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2662,Corridor of Dreams,shoes,shoes,5,A,,SS,,,SS,,A,,A,Lolita,,,,,FALSE,,FALSE,FALSE,
S2663,Corridor of Dreams - Morning,shoes,shoes,5,A,,SS,,,SS,,A,,A,Lolita,,,,,FALSE,,FALSE,FALSE,
S2664,Transparent Sticker,shoes,shoes,5,S,,,A,,SS,,A,,SS,,,,,,FALSE,,FALSE,FALSE,
S2665,Dazzling Swells,shoes,shoes,5,A,,SS,,,A,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2666,Journey of Encounter,shoes,shoes,4,A,,,A,,S,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2667,Fruit Forest,shoes,shoes,4,A,,S,,,A,,A,,S,,,,,,FALSE,,FALSE,FALSE,
S2668,Summer Sweet Wind,shoes,shoes,5,A,,,SS,,S,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2669,Mechanical Footprints,shoes,shoes,5,A,,,SS,,A,S,,,S,Future,,,,,FALSE,,FALSE,FALSE,
S2670,Fading Dusk,shoes,shoes,4,A,,,S,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2671,Leaping Steps,shoes,shoes,3,,S,A,,,S,,B,,A,,,,,,FALSE,,FALSE,FALSE,
S2672,Unblemished Elegance,shoes,shoes,5,A,,,SS,,A,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
S2673,Shattered Clouds,shoes,shoes,5,SS,,SS,,S,,,S,,A,Evening Gown,,,,,FALSE,,FALSE,FALSE,
S2674,Fragrant Memories,shoes,shoes,5,A,,SS,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
S2675,Roam the Galaxy,shoes,shoes,5,A,,A,,S,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2676,Coral Whispers,shoes,shoes,3,,S,,A,,A,,B,,S,,,,,,FALSE,,FALSE,FALSE,
S2677,Sunshowers,shoes,shoes,3,A,,,S,,SS,,B,,B,Rain,,,,,FALSE,,FALSE,FALSE,
S2678,Floating Bright Flower,shoes,shoes,3,,B,,A,,S,A,,,S,POP,,,,,FALSE,,FALSE,FALSE,
S2679,Flower in Art,shoes,shoes,5,S,,,B,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2680,Favored by Fate,shoes,shoes,5,A,,SS,,,A,,SS,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
S2681,Floating on Soft Water,shoes,shoes,5,A,,SS,,,S,,SS,,A,Fairy,,,,,FALSE,,TRUE,TRUE,
S2682,Silent River,shoes,shoes,5,S,,S,,SS,,A,,,B,,,,,,FALSE,,FALSE,FALSE,
S2683,Journey's Prologue,shoes,shoes,5,A,,SS,,,A,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
S2684,Late Moon,shoes,shoes,5,A,,SS,,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2685,Fearless Sailing,shoes,shoes,4,,A,,SS,,B,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2686,Fearless Sailing - Blue,shoes,shoes,4,,A,,SS,,B,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2687,Fearless Sailing - Black,shoes,shoes,4,,A,,SS,,A,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2688,Broken Cities,shoes,shoes,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2689,Together With Whales,shoes,shoes,5,A,,S,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2690,Cold Lonesome,shoes,shoes,4,B,,SS,,,B,,SS,,B,,,,,,FALSE,,FALSE,FALSE,
S2691,Walk in Shallows - Ink,shoes,shoes,4,A,,S,,A,,,A,,S,,,,,,FALSE,,FALSE,FALSE,
S2692,Walk in Shallows - Fog,shoes,shoes,4,B,,S,,A,,,A,,S,,,,,,FALSE,,FALSE,FALSE,
S2693,Walk in Shallows,shoes,shoes,4,B,,SS,,B,,,A,,SS,,,,,,FALSE,,FALSE,FALSE,
S2694,Love by the Lakeside,shoes,shoes,4,,S,A,,,A,,SS,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
S2695,Love by the Lakeside - Vines,shoes,shoes,4,,S,A,,,S,,S,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
S2696,Love by the Lakeside - Afterglow,shoes,shoes,4,,SS,A,,,A,,SS,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
S2697,Fantasy Travel,shoes,shoes,5,S,,SS,,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2698,Dance Moves,shoes,shoes,5,A,,SS,,,A,,S,,S,,,,,,FALSE,,FALSE,FALSE,
S2699,Autumn Fairy Tale,shoes,shoes,5,,A,SS,,,A,,S,,A,Britain,,,,,FALSE,,FALSE,FALSE,
S2700,Secret Baking Recipe,shoes,shoes,3,,A,,B,,SS,,A,S,,,,,,,TRUE,Tasty Diary,FALSE,FALSE,
S2701,Emotional Music,shoes,shoes,5,S,,,SS,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2702,Long Night Tale,shoes,shoes,3,,S,,A,,S,,B,,A,,,,,,FALSE,,FALSE,FALSE,
S2703,Tranquil Evening Breeze,shoes,shoes,3,B,,S,,,S,,A,,B,Chic,,,,,TRUE,Summer Encounter,FALSE,FALSE,
S2704,Honey Pudding,shoes,shoes,3,B,,,B,,S,,SS,B,,,,,,,TRUE,Snow Bunny Whispers,FALSE,FALSE,
S2705,Honey Pudding - Green,shoes,shoes,3,A,,,B,,S,,S,A,,,,,,,TRUE,Snow Bunny Whispers,FALSE,FALSE,
S2706,Honey Pudding - Purple,shoes,shoes,3,B,,,A,,S,,S,B,,,,,,,TRUE,Snow Bunny Whispers,FALSE,FALSE,
S2707,Poems at Night,shoes,shoes,4,A,,S,,,S,,A,,A,,,,,,TRUE,Star Butterflies,FALSE,FALSE,
S2708,Poems at Night - Dawn,shoes,shoes,4,A,,S,,,SS,,A,,A,,,,,,TRUE,Star Butterflies,FALSE,FALSE,
S2709,Warmth Under Ice,shoes,shoes,4,A,,B,,SS,,SS,,A,,Sailor,,,,,TRUE,Fox's Cold Song,FALSE,FALSE,
S2710,Warmth Under Ice - Successor,shoes,shoes,4,A,,B,,SS,,S,,S,,Sailor,,,,,TRUE,Fox's Cold Song,FALSE,FALSE,
S2711,Ultimate Skate,shoes,shoes,4,A,,,S,A,,S,,A,,Future,Musician,,,,TRUE,Speedy Charm,FALSE,FALSE,
S2712,Ultimate Skate - Mirror,shoes,shoes,4,A,,,SS,A,,S,,A,,Future,Musician,,,,TRUE,Speedy Charm,FALSE,FALSE,
S2713,Journey of Study,shoes,shoes,3,B,,A,,S,,S,,,A,Britain,,,,,TRUE,Journey of Study,FALSE,FALSE,
S2714,Journey of Study - Elegance,shoes,shoes,3,B,,B,,S,,S,,,A,Britain,,,,,TRUE,Journey of Study,FALSE,FALSE,
S2715,Journey of Study - Warmth,shoes,shoes,3,B,,B,,S,,SS,,,B,Britain,,,,,TRUE,Journey of Study,FALSE,FALSE,
S2716,Stroll in Time,shoes,shoes,3,,S,S,,A,,,B,,A,,,,,,TRUE,Eternal Rose,FALSE,FALSE,
S2717,Stroll in Time - Gorgeous,shoes,shoes,4,A,,S,,A,,,S,,A,,,,,,TRUE,Eternal Rose,FALSE,FALSE,
S2718,Stroll in Time - Rare,shoes,shoes,5,SS,,SS,,S,,,A,,A,,,,,,TRUE,Eternal Rose,FALSE,FALSE,
S2719,Stroll in Time - Sunny,shoes,shoes,5,SS,,SS,,A,,,A,,S,,,,,,TRUE,Eternal Rose,FALSE,FALSE,
S2720,Stroll in Time - Night,shoes,shoes,5,SS,,SS,,A,,,A,,S,,,,,,TRUE,Eternal Rose,FALSE,FALSE,
S2721,Dancing Tide,shoes,shoes,5,A,,,A,SS,,S,,,A,Future,,,,,FALSE,,FALSE,FALSE,
S2722,Sweet Wonderings,shoes,shoes,3,,S,,A,,B,,S,,B,,,,,,TRUE,Honeyberry's Promise,FALSE,FALSE,
S2723,Sweet Wonderings - Gorgeous,shoes,shoes,4,A,,,A,,S,,SS,,B,,,,,,TRUE,Honeyberry's Promise,FALSE,FALSE,
S2724,Sweet Wonderings - Rare,shoes,shoes,5,S,,,S,,A,,S,,S,,,,,,TRUE,Honeyberry's Promise,FALSE,FALSE,
S2725,Sweet Wonderings - Berry,shoes,shoes,5,SS,,,A,,A,,SS,,S,,,,,,TRUE,Honeyberry's Promise,FALSE,FALSE,
S2726,Sweet Wonderings - Maple,shoes,shoes,5,SS,,,S,,A,,SS,,B,,,,,,TRUE,Honeyberry's Promise,FALSE,FALSE,
S2727,Worldly Discordance,shoes,shoes,5,S,,S,,SS,,S,,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
S2728,Travel in the Wild,shoes,shoes,5,S,,SS,,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2729,Powdering Heartbeat,shoes,shoes,3,A,,,S,,S,,A,,B,POP,,,,,FALSE,,FALSE,FALSE,
S2730,Secret Tide,shoes,shoes,5,S,,,A,SS,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
S2731,Walk in Sky,shoes,shoes,3,,A,,S,,A,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2732,Intertwined Paths,shoes,shoes,4,A,,S,,,A,,SS,B,,Preppy,,,,,TRUE,All-rounder High Achiever,FALSE,FALSE,
S2733,Fragrance in Art,shoes,shoes,5,A,,SS,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2734,Walk on Clouds,shoes,shoes,5,S,,A,,A,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2735,Flute at Night,shoes,shoes,5,A,,SS,,A,,,SS,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2736,Gallop into Battle,shoes,shoes,6,A,,S,,S,,SS,,A,,Swordsman,,,,,TRUE,War of Flame & Light,FALSE,FALSE,
S2737,Chasing Light,shoes,shoes,5,S,,SS,,SS,,A,,,A,Britain,,,,,FALSE,,FALSE,FALSE,
S2738,Dazzling Crystal,shoes,shoes,5,A,,,SS,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2739,Spring and Birds,shoes,shoes,5,S,,SS,,SS,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2740,Sweet Party,shoes,shoes,3,,S,B,,,SS,,B,,A,,,,,,FALSE,,FALSE,FALSE,
S2741,Slumbering Return,shoes,shoes,3,,S,S,,B,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2742,Slumbering Sky,shoes,shoes,3,,A,S,,S,,A,,B,,,,,,,FALSE,,FALSE,FALSE,
S2743,Lingering Thoughts,shoes,shoes,5,A,,SS,,A,,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2744,Strange Lace-up Shoes,shoes,shoes,4,,A,,S,A,,SS,,,B,Gothic,,,,,FALSE,,FALSE,FALSE,
S2745,Golden Tastes,shoes,shoes,4,,A,,SS,,S,,B,,A,,,,,,FALSE,,FALSE,FALSE,
S2746,Self and World in One,shoes,shoes,4,A,,S,,,B,,S,,A,,,,,,TRUE,Figure in Dew,FALSE,FALSE,
S2747,Midnight Law,shoes,shoes,5,S,,SS,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
S2748,Secret Nebula,shoes,shoes,5,A,,,SS,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2749,Sweet Nebula,shoes,shoes,5,A,,,SS,,S,,A,,A,,,,,,FALSE,,FALSE,TRUE,
S2752,Alternate Steps,shoes,shoes,3,,S,B,,,A,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2753,Alternate Steps - Gorgeous,shoes,shoes,4,,SS,A,,B,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2754,Alternate Steps - Rare,shoes,shoes,5,,A,SS,,A,,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2755,Alternate Steps - Dusk,shoes,shoes,5,,S,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2756,Winged Harmony,shoes,shoes,5,A,,S,,SS,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
S2757,Pivoting Dance,shoes,shoes,5,,A,,A,,SS,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2758,Dreaming Bouquets,shoes,shoes,5,,A,,S,,SS,,S,,A,,,,,,FALSE,,FALSE,TRUE,
S2759,Fleeting Sounds,shoes,shoes,5,A,,SS,,SS,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2760,Elf's Dance,shoes,shoes,5,S,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2761,Frost in Mountain,shoes,shoes,5,A,,A,,A,,,SS,,SS,,,,,,FALSE,,FALSE,TRUE,
S2762,Liquor Over Time,shoes,shoes,5,A,,SS,,SS,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2763,Slightly Opened Door,shoes,shoes,5,A,,A,,SS,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2764,Bright Fire,shoes,shoes,5,A,,SS,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2765,Spring Wanderings,shoes,shoes,4,,B,,A,,S,,SS,,A,,,,,,TRUE,Fluffy Tales,FALSE,FALSE,
S2766,Spring Field Adventure,shoes,shoes,4,,S,,B,,SS,,S,,B,,,,,,TRUE,Fluffy Tales,FALSE,FALSE,
S2767,Night Silk,shoes,shoes,5,A,,SS,,SS,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2768,Ingenious Mechanics,shoes,shoes,5,S,,,SS,A,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2769,Overflowing Rumors,shoes,shoes,5,S,,,SS,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2770,Peaceful World,shoes,shoes,5,A,,,SS,A,,S,,,S,,,,,,FALSE,,FALSE,FALSE,
S2771,Vivacious Charm,shoes,shoes,4,,A,,SS,,S,,S,B,,,,,,,FALSE,,FALSE,FALSE,
S2772,Vivacious Charm-Joy,shoes,shoes,4,,A,,S,,SS,,A,B,,,,,,,FALSE,,FALSE,FALSE,
S2773,Island of Poetry,shoes,shoes,5,A,,A,,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2774,Snow-melting,shoes,shoes,4,S,,B,,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2775,Dark Snow Boots,shoes,shoes,4,,B,,SS,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
S2776,When Snow Falls,shoes,shoes,3,,A,,B,,A,,S,S,,Winter,,,,,FALSE,,FALSE,FALSE,
S2777,Nameless Poetry,shoes,shoes,5,A,,SS,,SS,,,A,,S,,,,,,FALSE,,FALSE,FALSE,
S2778,Floret Dance,shoes,shoes,3,A,,,A,,S,,S,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2779,Autumn Trip,shoes,shoes,3,,S,,B,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2787,Stories of Delight,shoes,shoes,5,S,,,SS,,A,,A,,S,,,,,,FALSE,,FALSE,FALSE,
S2788,Free Spirit,shoes,shoes,4,S,,,SS,,B,,S,A,,Sports,,,,,FALSE,,FALSE,FALSE,
S2789,Dream Echoes,shoes,shoes,4,B,,,SS,,A,,S,A,,Sports,,,,,FALSE,,FALSE,TRUE,
S2790,Gentle Words,shoes,shoes,5,A,,SS,,A,,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
S2791,Gorgeous Ribbons,shoes,shoes,5,S,,,SS,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2792,Glittering Ribbons,shoes,shoes,5,A,,,SS,,SS,,A,A,,,,,,,FALSE,,FALSE,TRUE,
S2793,Dance Above Ice,shoes,shoes,5,A,,,S,,SS,,A,S,,,,,,,FALSE,,FALSE,FALSE,
S2794,Everlasting Warmth,shoes,shoes,5,S,,,S,,SS,,A,A,,,,,,,FALSE,,FALSE,TRUE,
S2795,Bright Ink,shoes,shoes,5,A,,,SS,,SS,,B,,S,,,,,,FALSE,,FALSE,FALSE,
S2797,Unknown Adventures,shoes,shoes,5,A,,S,,S,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2798,Folded Prints,shoes,shoes,4,,S,,A,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2799,Dream Projections,shoes,shoes,5,A,,,SS,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2800,Genuine Anticipations,shoes,shoes,5,S,,,SS,,SS,,A,A,,,,,,,FALSE,,FALSE,TRUE,
S2801,Fantasy Ensemble,shoes,shoes,4,A,,,SS,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2802,Operation Mode,shoes,shoes,4,A,,,SS,,S,,A,,A,Future,,,,,FALSE,,FALSE,FALSE,
S2803,Provitamin,shoes,shoes,4,A,,,SS,,S,,A,,B,Future,,,,,FALSE,,FALSE,FALSE,
S2804,Frigid Midnight Echoes,shoes,shoes,5,A,,SS,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
S2808,Quiet Fall of Snow,shoes,shoes,5,A,,A,,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2809,Trodding on Snow,shoes,shoes,5,A,,,S,,SS,,S,S,,Winter,,,,,FALSE,,FALSE,FALSE,
S2810,Wintry Promise,shoes,shoes,5,A,,,A,,SS,,A,SS,,Winter,,,,,FALSE,,FALSE,TRUE,
S2816,Nostalgic,shoes,shoes,5,A,,S,,SS,,,S,,S,,,,,,FALSE,,FALSE,FALSE,
S2817,Hymn to Coco,shoes,shoes,5,A,,SS,,,SS,,S,A,,,,,,,FALSE,,FALSE,FALSE,
S2818,Hymn to Coco·Sakura,shoes,shoes,5,A,,,S,,SS,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
S2819,Shimmer Clock,shoes,shoes,5,SS,,S,,S,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
S2820,Inspiration in Snow,shoes,shoes,5,S,,SS,,S,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2821,Caramel Pudding,shoes,shoes,3,,A,S,,,S,,B,A,,,,,,,FALSE,,FALSE,FALSE,
S2822,Winter Flower Scent,shoes,shoes,5,A,,A,,SS,,,A,SS,,,,,,,FALSE,,FALSE,FALSE,
S2823,Winter Flower Scent·Dusk,shoes,shoes,5,S,,S,,S,,,A,SS,,,,,,,FALSE,,FALSE,FALSE,
S2824,Winter Flower Scent·Light,shoes,shoes,5,S,,SS,,B,,,A,SS,,,,,,,FALSE,,FALSE,FALSE,
S2825,Autumn Field Trip,shoes,shoes,3,,SS,S,,B,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2826,Rich and Thick Tea,shoes,shoes,4,A,,,S,,SS,A,,A,,,,,,,FALSE,,FALSE,FALSE,
S2828,Snow in the Yard,shoes,shoes,4,A,,A,,,S,,A,SS,,Winter,,,,,FALSE,,FALSE,FALSE,
S2829,Scattered Jade,shoes,shoes,5,S,,A,,,SS,,S,,S,,,,,,FALSE,,FALSE,FALSE,
S2830,Golden Wind Blows,shoes,shoes,5,A,,SS,,S,,A,,,S,Dancer,,,,,FALSE,,FALSE,FALSE,
S2831,Marks of Water,shoes,shoes,5,A,,,SS,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2832,Light-Trailing Butterflies,shoes,shoes,5,B,,SS,,,A,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
S2833,Dawn-Trailing Butterflies·Dawn,shoes,shoes,5,S,,SS,,,A,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
S2834,Light-Trailing Butterflies·Hidden,shoes,shoes,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2835,Romantic Journey,shoes,shoes,5,A,,,S,SS,,SS,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
S2836,Shores of Love,shoes,shoes,5,SS,,,A,S,,SS,,,A,Gothic,,,,,FALSE,,FALSE,TRUE,
S2837,Imperial Fragrance,shoes,shoes,5,A,,,S,,SS,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2838,Sweet Warm Maple Candy,shoes,shoes,5,A,,SS,,SS,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2839,Sweet Warm Maple Candy·Plain,shoes,shoes,5,A,,SS,,,S,,S,,S,,,,,,FALSE,,FALSE,FALSE,
S2840,Sweet Warm Maple Candy·Brocade,shoes,shoes,5,S,,SS,,S,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2841,Together in Bough,shoes,shoes,5,A,,,SS,,S,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2842,Sauntering Form,shoes,shoes,5,A,,SS,,A,,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2843,Old Friend,shoes,shoes,5,A,,SS,,SS,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2844,Ominous Fog,shoes,shoes,5,A,,,S,,S,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
