id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,tertiarycolor,category,suit,inasuit,animated,pose,desc
81400,Shining·Red,accessory,right hand ornament,3,A,,,B,,S,,S,,B,,,White,Pink,,,,FALSE,FALSE,FALSE,"Bracelet of the starry sky, attractive but not exaggerated. Matches everything well."
81401,Lonely Star·Red,accessory,necklace,3,B,,S,,,A,,S,,B,,,Purple,Pink,,,,FALSE,FALSE,FALSE,Many scientists in Apple and Ruin Island try to prove they are not lonely.
81402,Fireflies·Black,accessory,right handheld,3,A,,,S,,S,,A,,B,,,Silver,White,,,,FALSE,FALSE,FALSE,Cloud astrologers call the meteor Firefly as they are so intangible.
81403,Embrace·Black,accessory,hair ornament,3,A,,S,,S,,A,,,A,,,Silver,Blue,,,,FALSE,FALSE,FALSE,The seemingly common headwear is made of silver. And the colors go so well with Nikki's hairstyle.
81404,Shining·Black,accessory,right hand ornament,3,A,,S,,S,,A,,,B,,,White,Silver,,,,FALSE,FALSE,FALSE,"Bracelet of the starry sky, attractive but not exaggerated. Matches everything well."
81405,Lonely Star·Gray,accessory,necklace,3,,S,S,,B,,A,,,A,,,Silver,White,,,,FALSE,FALSE,FALSE,Many scientists in Apple and Ruin Island try to prove they are not lonely.
81406,Colorful,accessory,hair ornament,5,A,,,S,,SS,,SS,,A,,,Pink,Brown,,,,FALSE,FALSE,FALSE,"Another year came, and she is a kid no more. Clever as usual, but she now has a demure manner."
81407,War of Nobles,accessory,right handheld,4,SS,,,S,,A,,B,,A,,,Pink,Blue,,Lilith,Military Alice,TRUE,FALSE,FALSE,"After the competition with hatter over elegant style, I put noble manner into the egg tart."
81408,Brave Heart,accessory,hair ornament,4,A,,,SS,,S,,A,,A,Fairy,,White,Pink,,Lilith,Military Alice,TRUE,FALSE,FALSE,"The card warrior draws near, dormouse with a sword in hand charges towards them."
81409,Steeled in Fights,accessory,hair ornament,5,SS,,SS,,A,,,S,,A,,,Blue,White,,Pigeon,Steel Lily,TRUE,FALSE,FALSE,Steel Lily is a legendary name in Pigeon. The Valkyrie is the hero for all.
81410,Hope Sword,accessory,right handheld,5,SS,,SS,,S,,A,,,A,Swordsman,,Blue,White,,Pigeon,Steel Lily,TRUE,FALSE,FALSE,The sword of hope makes her even more outstanding. She is the invincible one.
81411,Gloves of Steel,accessory,gloves,5,A,,SS,,SS,,A,,,A,Swordsman,,Blue,White,,Pigeon,Steel Lily,TRUE,FALSE,FALSE,"As the fire of medieval goes out, the horn of Renaissance was blown. Time to put away the armor."
81412,Sunny Bay,accessory,veil,4,A,,S,,S,,,A,A,,Britain,,Brown,Gold,,,,FALSE,FALSE,FALSE,A sunhat decorated with yellow ribbon. Momo insists it’s cheese.
81414,Sweet Cheese,accessory,waist decoration,4,A,,,S,,A,,SS,,A,,,Gold,Brown,,Gallery,Cheese Rolls,TRUE,FALSE,FALSE,The belt looks like has been bitten by a mouse. A designer mouse of course.'
81415,Mint Purse,accessory,right handheld,4,S,,,A,,S,,SS,A,,Lolita,,Brown,Green,,Apple,Night Breath,TRUE,FALSE,FALSE,Could you show us mint candy's material?' 'All of them are here.'
81416,Mint Velvet Hat,accessory,veil,4,S,,,A,,SS,,S,A,,Lolita,,Brown,Green,,Apple,Night Breath,TRUE,FALSE,FALSE,Ha? Isn't mint blue?' 'Look at the patterns on your clothes!' 'I never think that's mint!'
81417,Mint Choker,accessory,necklace,4,A,,SS,,B,,,S,,A,,,Yellow,Brown,,Apple,Night Breath,TRUE,FALSE,FALSE,"He…hehe…How come I don't know what's going on? Wait, why aren't you filming me anymore?"
81418,Round Glasses,accessory,face accessory,4,A,,,SS,,SS,,A,,B,,,White,Brown,,,,FALSE,FALSE,FALSE,"Toto's eyesight is normal, but to use an eyewear as an ornament from time to time is not a bad choice…especially when you're in a style contest."
81419,Retro Octagonal Hat,accessory,hair ornament,4,A,,,A,,SS,,SS,B,,Preppy,,Red,,,4 Seasons,Elegant Sketch,TRUE,FALSE,FALSE,"It's said that painters, no matter where they are from, they have similar hats."
81420,Seashell and Star,accessory,necklace,4,A,,S,,A,,,SS,,B,,,Red,Silver,,4 Seasons,Elegant Sketch,TRUE,FALSE,FALSE,A gift Annabel sent to Airi. A pendant made by Annabel herself. Isn't it sweet?
81421,Flowers and Birds,accessory,right handheld,4,,S,S,,,A,,A,,A,,,White,Silver,,4 Seasons,Elegant Sketch,TRUE,FALSE,FALSE,Inside are all the notes and inspirations of Airi.
81422,Book of Dream,accessory,right handheld,4,S,,SS,,B,,,S,,A,,,Blue,White,,4 Seasons,Stars and Dreams,TRUE,FALSE,FALSE,Magical guide with star secrets. Starlet has got a 3-star index with blue as lucky color today.
81423,Glazed Star,accessory,necklace,4,,SS,,A,,B,,S,,A,,,Blue,Orange,,4 Seasons,Stars and Dreams,TRUE,FALSE,FALSE,A star just fell! Buy one to realize one dream!' Only Starlet would believe that.
81424,Book of Dream·Pink,accessory,right handheld,4,A,,,S,,SS,,A,,A,,,Pink,White,,,,FALSE,FALSE,FALSE,Magical guide with star secrets. Starlet has got a 2-star index with pink as lucky color today.
81425,Glazed Star·Pink,accessory,necklace,4,,S,,S,,A,,A,,A,,,Pink,Brown,,,,FALSE,FALSE,FALSE,A star just fell! Buy one to realize one dream!' Only Starlet would believe that.
81426,Book of Dream·Brown,accessory,right handheld,4,A,,,SS,,S,,A,,B,,,Brown,Pink,,,,FALSE,FALSE,FALSE,Magical guide with star secrets. Starlet has got a 5-star index with brown as lucky color today.
81427,Glazed Star·Yellow,accessory,necklace,4,,S,,SS,,A,,B,,S,,,Orange,White,,,,FALSE,FALSE,FALSE,A star just fell! Buy one to realize one dream!' Only Starlet would believe that.
81428,Book of Dream·Green,accessory,right handheld,4,A,,,A,,SS,,S,A,,,,Blue,White,,,,FALSE,FALSE,FALSE,Magical guide with star secrets. Starlet has got a 4-star index with green as lucky color today.
81429,Glazed Star·Green,accessory,necklace,4,,S,S,,,B,,A,,A,,,Blue,Orange,,,,FALSE,FALSE,FALSE,A star just fell! Buy one to realize one dream!' Only Starlet would believe that.
81430,Song of Clouds,accessory,hair ornament,5,A,,S,,A,,,SS,,A,Chinese Classical,,Silver,Yellow,,Festivals,Exquisite Luck,TRUE,FALSE,FALSE,Dragon Boat Festival is the day we met but also the day she left.
81431,Rice Dumpling,accessory,left handheld,5,,SS,A,,S,,,SS,,A,Chinese Classical,,Red,Green,,Festivals,Exquisite Luck,TRUE,FALSE,FALSE,"Sweet dumpling or salty dumpling, it's a question argued for many years."
81432,All Blessings,accessory,hairpin,5,A,,S,,A,,,S,,A,Chinese Classical,,Green,White,,Festivals,Exquisite Luck,TRUE,FALSE,FALSE,"In Dragon Boat Festival, people in Cloud will bind a bunch of Reed on the door to purify evil."
81433,Riverside of Lo,accessory,background,5,S,,SS,,B,,,S,,A,,,White,Green,,Festivals,Exquisite Luck,TRUE,FALSE,FALSE,There is a special river in Cloud and the legend gathers people here every 5th May.
81434,Song of Clouds·Mist,accessory,hair ornament,5,A,,SS,,SS,,,A,,B,Chinese Classical,,Blue,White,,,,FALSE,FALSE,FALSE,"After Melody left, my life became pale again. I wrote her many letters that bear all my wishes."
81435,Rice Dumpling·Salty,accessory,left handheld,5,,SS,S,,S,,,SS,,A,Chinese Classical,,Blue,Green,,,,FALSE,FALSE,FALSE,"Melody, so you love salty dumplings. You antique!'"
81436,All Blessings·Mist,accessory,hairpin,5,S,,SS,,S,,,A,,B,Chinese Classical,,White,Blue,,,,FALSE,FALSE,FALSE,It's the festival again. I had a dream in which I was walking on the nether bridge.
81437,Song of Clouds·Lo,accessory,hair ornament,5,A,,SS,,,SS,,A,,A,Chinese Classical,,Pink,White,,,,FALSE,FALSE,FALSE,Melody received many letters from Reed talking about she is getting better.
81438,Rice Dumpling·Sweet,accessory,left handheld,5,A,,SS,,A,,,SS,,B,Chinese Classical,,White,Silver,,,,FALSE,FALSE,FALSE,"I heard that you like sweet one, so did Reed.' Melody gave a dumpling to Nikki."
81439,All Blessings·Lo,accessory,hairpin,5,B,,S,,,S,,S,,A,Chinese Classical,,Pink,Silver,,,,FALSE,FALSE,FALSE,"Melody, will you take me to the Lo River to see the dragon boat race?' That's the last word of Reed."
81440,Feather,accessory,hair ornament,2,,S,S,,A,,B,,,B,Traditional,,Brown,White,,,,FALSE,FALSE,FALSE,Wings symbol the tribal hope long long ago.
81442,Golden Bracelet,accessory,gloves,2,,S,S,,B,,B,,,B,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"A bracelet from a diviner in Gold Stone tribe, with its mysterious totem carved on it."
81443,Golden Belt,accessory,waist decoration,2,,S,B,,B,,S,,,A,Traditional,,Brown,White,,,,FALSE,FALSE,FALSE,"Crisp rings of the beads bracelet, like chanting the ancient spells of some rite…"
81444,Prophet Scepter,accessory,left handheld,3,B,,S,,S,,B,,,A,Traditional,,Brown,White,,,,FALSE,FALSE,FALSE,Scepter contains the power of wasteland. It's the symbol of Prophet.
81445,Feather·Rare,accessory,hair ornament,3,A,,S,,S,,A,,,A,Traditional,,Brown,White,,,,FALSE,FALSE,FALSE,Collected from a forest in another place. Nobody knows why you can sense wasteland on it.
81447,Golden Bracelet·Rare,accessory,gloves,3,B,,S,,S,,A,,,A,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,The favorite bracelet of Gold Stone Prophet as its design was a gift from his father.
81448,Golden Belt·Rare,accessory,waist decoration,3,A,,B,,S,,S,,,B,Traditional,,Brown,White,,,,FALSE,FALSE,FALSE,The beads bracelet keeps ringing. Are there some wasteland men in the forest?
81449,Seer Scepter·Rare,accessory,left handheld,4,S,,SS,,A,,A,,,B,,,Brown,White,,Wasteland,Soul Seer,TRUE,FALSE,FALSE,Scepter passed down for generations. It shines even after so many years.
81450,Feather·Epic,accessory,hair ornament,4,SS,,S,,B,,A,,,A,,,Brown,White,,Wasteland,Soul Seer,TRUE,FALSE,FALSE,"The emotion between souls. Though touching, it can only end."
81452,Golden Bracelet·Epic,accessory,gloves,4,S,,SS,,A,,A,,,A,,,Brown,White,,Wasteland,Soul Seer,TRUE,FALSE,FALSE,"Materials check, design check. Only this ball is waiting before leaving."
81453,Golden Belt·Epic,accessory,waist decoration,4,S,,B,,A,,S,,,A,Traditional,,Brown,White,,Wasteland,Soul Seer,TRUE,FALSE,FALSE,"A surprising encounter, with a splendid beginning but silent ending…"
81454,Sniffing the Rose,accessory,wing,5,SS,,S,,S,,SS,,,A,Gothic,,Pink,Red,,Pigeon,Black Rose,TRUE,FALSE,FALSE,"In the deep Pigeon Forest, a mysterious man is kissing a black rose, taking the girl's breath away."
81455,Blood Chaplet,accessory,veil,5,S,,SS,,A,,S,,,S,Gothic,,Black,Red,,Pigeon,Black Rose,TRUE,FALSE,FALSE,A man named Rose Lord crowned the girl with a wreath. His finger was poked but no blood came out.
81456,Endless Dream,accessory,necklace,5,A,,SS,,SS,,S,,,A,,,Black,Brown,,Pigeon,Black Rose,TRUE,FALSE,FALSE,The girl was searching for Black Rose but forgot the reason why. She refused prophet's advice.
81457,Light of Truth,accessory,left handheld,5,A,,SS,,SS,,S,,,A,,,Red,Pink,,Pigeon,Black Rose,TRUE,FALSE,FALSE,"The man finally told the girl who he is. Under the light, the skeleton seems extremely pale."
81458,Souls Beads,accessory,right hand ornament,4,,S,SS,,A,,,A,,A,,,Purple,Gold,,,,FALSE,FALSE,FALSE,"Only we exorcists can see these little devils, but how to send them away is the most troublesome."
81459,Arrow of Souls,accessory,right handheld,5,S,,SS,,SS,,A,,,A,,,White,Silver,,Cloud,Solitary Exorcist,TRUE,FALSE,FALSE,"The summer has gone, but the time we have together, your brilliant smile is most unforgettable."
81460,Souls Beads·Rare,accessory,right hand ornament,5,A,,SS,,SS,,A,,,A,,,Red,White,,Cloud,Solitary Exorcist,TRUE,FALSE,FALSE,"Facing marshmallow, octopus ball and grilled tuna, it's time to think about which one to begin with."
81461,Snake Tara,accessory,scarf,5,S,,A,,S,,SS,,,A,Animal,,White,Blue,,Cloud,Solitary Exorcist,TRUE,FALSE,FALSE,"Seeing the Tara on my neck, you were wondering if it's real snake or not."
81462,Bow of Souls,accessory,left handheld,5,A,,SS,,SS,,S,,,A,,,Pink,Purple,,Cloud,Solitary Exorcist,TRUE,FALSE,FALSE,The fireworks we waited for so long finally came. So pity I've to send you away.
81463,Souls Beads·Fantasy,accessory,right hand ornament,5,A,,S,,A,,,SS,,A,,,Gold,Brown,,,,FALSE,FALSE,FALSE,"Facing marshmallow, octopus ball and grilled tuna, it's time to think about which one to begin with."
81464,Snake Tara·Fantasy,accessory,scarf,5,A,,A,,SS,,SS,,,S,Animal,,Blue,,,,,FALSE,FALSE,FALSE,"Seeing the Tara on my neck, you were wondering if it's real snake or not."
81465,Messenger Parcel,accessory,right handheld,3,,A,,S,A,,,S,,B,,,Blue,White,,,,FALSE,FALSE,FALSE,"Betty: Only I have such a special bird! How matter what kind of letter, it will send it home!"
81466,Messenger Hat,accessory,hair ornament,3,,B,S,,A,,,S,,B,Britain,,White,Blue,,,,FALSE,FALSE,FALSE,"Betty: Ok…Tell you a secret, I'm the messager of heaven."
81467,Messenger Gloves,accessory,gloves,3,,S,A,,,B,,S,,A,,,White,Blue,,,,FALSE,FALSE,FALSE,"Little girl: Woah! Really? You're so cool, Betty!"
81468,Messenger Armlet,accessory,right hand ornament,3,,B,,S,,S,,B,,A,,,Blue,White,,,,FALSE,FALSE,FALSE,"Betty: it's the secret between us! If you don't tell others, I will send the letter to heaven."
81469,Messenger Parcel·Rare,accessory,right handheld,4,A,,,SS,,S,,A,,B,,,Blue,White,,,,FALSE,FALSE,FALSE,"If you see a red heart on the mailbox, it means you have some new letter or parcel."
81470,Messenger Hat·Rare,accessory,hair ornament,4,A,,SS,,,B,,S,,A,Britain,,White,Blue,,,,FALSE,FALSE,FALSE,Betty: I don't hide your letter! What? The one on my head? It's just an envelope!
81471,Messenger Gloves·Rare,accessory,gloves,4,B,,S,,,A,,SS,,A,,,White,Blue,,,,FALSE,FALSE,FALSE,"During her work, she found that every girl become so strong when they see the parcel."
81472,Messenger Armlet·Rare,accessory,right hand ornament,4,A,,,S,,S,,A,,A,,,Blue,Red,,,,FALSE,FALSE,FALSE,Betty's work is arduous that Craft Master made her a machine messager to send some special letters.
81473,Messenger Parcel·Epic,accessory,right handheld,5,SS,,SS,,,A,,S,A,,,,Blue,White,,Lilith,Heaven Messenger,TRUE,FALSE,FALSE,I fought against mom on packing your stuff onto the garret. I want to keep everything untouched.
81474,Messenger Hat·Epic,accessory,hair ornament,5,A,,,SS,A,,,SS,,A,Britain,,Blue,White,,Lilith,Heaven Messenger,TRUE,FALSE,FALSE,"Once I saw a girl on the street arguing with her grandpa. I think if it's me, a candy will work."
81475,Messenger Gloves·Epic,accessory,gloves,5,SS,,A,,,A,,SS,,S,,,White,Blue,,Lilith,Heaven Messenger,TRUE,FALSE,FALSE,Once I saw some elders running in the morning. They look so energetic.
81476,Messenger Armlet·Epic,accessory,right hand ornament,5,A,,,SS,A,,,SS,,S,,,Blue,White,,Lilith,Heaven Messenger,TRUE,FALSE,FALSE,I dreamed about grandpa last night. He was still in the old soft and tender red coat.
81477,Machinery Dove,accessory,foreground,5,A,,,SS,A,,,SS,,S,Animal,,Silver,White,,Lilith,Heaven Messenger,TRUE,FALSE,FALSE,"Ok, that's enough. I will go check if there is a letter from grandpa every day."
81478,Messenger Parcel·Letter,accessory,right handheld,5,S,,,SS,,SS,,A,,A,,,Brown,White,,,,FALSE,FALSE,FALSE,I fought against mom on packing your stuff onto the garret. I want to keep everything untouched.
81479,Messenger Hat·Letter,accessory,hair ornament,5,A,,,SS,,SS,,A,,A,Britain,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"Once I saw a girl on the street arguing with her grandpa. I think if it's me, a candy will work."
81480,Messenger Gloves·Letter,accessory,gloves,5,S,,,SS,,S,,S,,A,,,White,Brown,,,,FALSE,FALSE,FALSE,Once I saw some elders running in the morning. They look so energetic.
81481,Messenger Armlet·Letter,accessory,right hand ornament,5,A,,,SS,,SS,,S,,S,,,Brown,White,,,,FALSE,FALSE,FALSE,I dreamed about grandpa last night. He was still in the old soft and tender red coat.
81482,Machinery Dove·Letter,accessory,foreground,5,SS,,SS,,,A,,A,A,,Animal,,Brown,White,,,,FALSE,FALSE,FALSE,"Ok, that's enough. I will go check if there is a letter from grandpa every day."
81483,Cherry Hair Band,accessory,hair ornament,3,B,,,A,,S,,S,,A,,,Red,Green,,Apple,Cherry Youth,TRUE,FALSE,FALSE,She met it accidentally while shopping. It's of high quality.
81484,Magical Cherry,accessory,necklace,3,B,,,S,,S,,B,,A,,,Brown,White,,Apple,Cherry Youth,TRUE,FALSE,FALSE,She swears with cherry that there must be something in the gem.
81485,Cherry Basket,accessory,brooch,3,A,,,B,,S,,S,,B,,,Brown,Red,,Apple,Cherry Youth,TRUE,FALSE,FALSE,A bag made from a bamboo basket.
81486,Cherry Glove Set,accessory,right hand ornament,3,B,,,S,,SS,,B,,A,,,Red,Pink,,Apple,Cherry Youth,TRUE,FALSE,FALSE,"She chose a bracelet and a ring with cherries, and a bangle of the same color."
81487,Cute Tiger Hat,accessory,hair ornament,4,A,,,SS,,SS,A,,,B,Animal,,Brown,Orange,,Apple,Tigerkin,TRUE,FALSE,FALSE,"Ahh, can we take a photo together? The girl really wants to have a touch on the fluffy tiger ears."
81488,Cute Tiger Plate,accessory,necklace,4,,S,,S,,B,SS,,,A,Animal,,Brown,Orange,,Apple,Tigerkin,TRUE,FALSE,FALSE,"The plate is designed especially for the performance. With the name on it, it's quite memorable."
81489,Tattoo of Jungle,accessory,tattoo,4,,A,,A,SS,,SS,,,A,Animal,,Brown,,,Apple,Tigerkin,TRUE,FALSE,FALSE,"White king of the forest, in a dominant way, shows its strength in the waist."
81490,Cute Tiger Tail,accessory,tail,4,B,,,SS,,SS,A,,A,,Animal,,Orange,Yellow,,Apple,Tigerkin,TRUE,FALSE,FALSE,The long straight and soft tails wave as they dance. How cute.
81491,Cute Pet Dum,accessory,foreground,4,S,,S,,,A,,A,A,,Animal,,Silver,Pink,,Wasteland,Magician of the Wild,TRUE,FALSE,FALSE,I was awakened by Dum's wings; it brought me the letter from Mushen.
81492,Blessing Fancy String,accessory,hair ornament,4,A,,SS,,,A,,S,,B,,,Blue,Red,,Wasteland,Magician of the Wild,TRUE,FALSE,FALSE,"Mushen made me the flower rope before I left, the flower and eagle on it mean the bliss and power."
81493,Azure Wand,accessory,right handheld,4,A,,S,,SS,,B,,,A,Bohemia,,White,Blue,,Wasteland,Magician of the Wild,TRUE,FALSE,FALSE,I fly in the sky with the staff before I woke up and found it's but a dream.
81494,Horizon Line,accessory,necklace,4,B,,SS,,S,,A,,,A,,,Blue,Brown,,Wasteland,Magician of the Wild,TRUE,FALSE,FALSE,"As the assistant to a stranger, our paces have covered the whole Miraland."
81495,In Cycles,accessory,right hand ornament,4,A,,S,,S,,A,,,A,,,Brown,Blue,,Wasteland,Magician of the Wild,TRUE,FALSE,FALSE,"The process of collection is arduous, until one day the stranger told me that it's enough."
81496,Camellia Hat,accessory,hair ornament,4,B,,SS,,SS,,B,,,A,Britain,,Pink,Black,,Cloud,Gentle Toona,TRUE,FALSE,FALSE,"She is a talker, she is naïve, she cries a lot, and she made me clothes with teas."
81497,Toona Clothes,accessory,scarf,4,,S,,S,,SS,,A,B,,Chinese Classical,,Red,,,Cloud,Gentle Toona,TRUE,FALSE,FALSE,"Such a tsundere person must be a girl! Hump, I'm not being tsundere."
